id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
5426,Solana,SOL,solana,776,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,470836225.4906601,587676162.3407085,True,,5,,,,2024-11-02T01:52:00.000Z,167.55157256798861,3034365870.2656927,10.7632,0.40300248,0.20063711,2.21189382,18.39882589,23.98570546,16.80849886,78889350002.93619,3.3745,98466065160.91,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:54:24.434409
3408,USDC,USDC,usd-coin,22798,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,34872893764.38132,34872893764.38132,False,,6,,,,2024-11-02T01:52:00.000Z,1.0001626633505731,8810518416.954416,7.8852,0.01195993,0.03727946,0.01783677,0.00348354,0.02122592,0.01484541,34878566306.12521,1.492,34878566306.13,,2024-11-02T01:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-11-02 01:54:24.434409
52,XRP,XRP,xrp,1413,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56868662755.0,99987041380.0,False,,7,,,,2024-11-02T01:52:00.000Z,0.5147159269312264,1253098660.1680288,21.1898,-0.08944931,1.14716348,1.54465677,-3.89597984,-9.28118554,-6.91536406,29271206463.279133,1.2521,51471592693.12,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:54:24.434409
74,Dogecoin,DOGE,dogecoin,1090,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146617056383.70523,146617056383.70523,True,,8,,,,2024-11-02T01:52:00.000Z,0.16106353700419124,2399608002.4907665,8.4858,-0.19671039,0.07023538,21.98090585,51.81794167,61.43891909,49.29430112,23614661686.3025,1.01,23614661686.3,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:54:24.434409
1958,TRON,TRX,tron,1061,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86456525101.30026,86456519337.91986,True,,9,71659659264.0,11983655935.139887,,2024-11-02T01:52:00.000Z,0.16723015512802156,374698930.7268199,-3.9926,-0.08526429,-0.44350773,2.64592085,8.56322168,8.55953323,33.32592203,14458138104.520132,0.6185,14458137140.71,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:54:24.434409
2010,Cardano,ADA,cardano,1311,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34995041871.64477,44995106472.67438,False,,10,,,,2024-11-02T01:52:00.000Z,0.3606662935018619,375455648.50490105,31.513,-0.08961815,6.35029808,9.69326113,4.0853204,7.44110923,-0.92584061,12621532042.788578,0.5399,16229983207.58,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:54:24.434409
11419,Toncoin,TON,toncoin,589,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2544022113.7947965,5114338133.6140995,True,,11,3414166606.0,16809925710.483738,,2024-11-02T01:52:00.000Z,4.923580964368362,167202782.09775388,3.5979,0.06932983,1.79225368,2.27282829,-6.12808236,-5.90128776,-17.67422472,12525698852.412224,0.5358,25180857880.01,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:54:24.434409
5994,Shiba Inu,SHIB,shiba-inu,896,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589261252945197.4,589512602832891.5,False,,12,,,,2024-11-02T01:52:00.000Z,1.774220422110061e-05,374749652.6899165,-17.8611,0.11759585,0.21667793,6.82003782,7.2461793,29.68392218,25.62128327,10454793489.335314,0.4472,10459252990.37,,2024-11-02T01:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-11-02 01:54:24.434409
5805,Avalanche,AVAX,avalanche,796,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,407123583.7152105,447126683.7152105,False,,13,,,,2024-11-02T01:52:00.000Z,24.880385150283328,252840871.7421538,9.4517,0.00598084,0.1723904,-0.56230769,-2.07309498,10.68359082,9.75048151,10129391566.598055,0.4333,17808103799.54,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:54:24.434409
1975,Chainlink,LINK,chainlink,1870,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,626849970.4527867,1000000000.0,False,,14,,,,2024-11-02T01:52:00.000Z,11.30065450456202,298853087.37882185,7.9745,-0.33071905,-0.68402326,1.60043862,5.26509206,5.03252548,-2.94157185,7083814942.281854,0.303,11300654504.56,,2024-11-02T01:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-11-02 01:54:24.434409
1831,Bitcoin Cash,BCH,bitcoin-cash,941,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19782478.125,19782478.125,False,,15,,,,2024-11-02T01:52:00.000Z,351.51272340645454,262422401.46258935,-30.2407,0.24669091,-0.16098105,0.15569045,10.30992997,8.39152151,-3.21873073,6953792761.447363,0.2974,7381767191.54,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:54:24.434409
6636,Polkadot,DOT,polkadot-new,833,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'layer-1']",,1513166867.128734,1513166867.128734,True,,16,1513166867.131235,5925996063.409078,,2024-11-02T01:52:00.000Z,3.9162872199574297,139195160.23790923,-9.6253,-0.08150195,-0.32261579,-2.24351282,-5.34680303,-7.33336234,-22.4163184,5925996063.399283,0.2535,5925996063.4,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:54:24.434409
20947,Sui,SUI,sui,402,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2845750695.583888,10000000000.0,False,,17,,,,2024-11-02T01:52:00.000Z,1.9972267589995556,893670224.6348122,25.7619,0.03395949,0.54588207,15.87591529,0.68307318,154.13661195,227.49217681,5683609438.661739,0.2431,19972267590.0,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:54:24.434409
3957,UNUS SED LEO,LEO,unus-sed-leo,51,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,925071069.9,985239504.0,False,,18,,,,2024-11-02T01:52:00.000Z,6.0540473556581675,14338561.77425305,5.6662,0.12896409,0.1882363,0.80232556,3.73259779,0.01359616,5.94814781,5600424064.523967,0.2396,5964686613.88,,2024-11-02T01:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2024-11-02 01:54:24.434409
4943,Dai,DAI,multi-collateral-dai,3399,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5365382702.664872,5365382702.664872,True,,19,,,,2024-11-02T01:52:00.000Z,0.9998524434358302,89695242.13658682,-21.9845,-0.00111709,0.02232624,0.00942309,-0.02286224,-0.00500927,-0.00772833,5364591005.227811,0.2295,5364591005.23,,2024-11-02T01:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2024-11-02 01:54:24.434409
2,Litecoin,LTC,litecoin,1263,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,75148337.06642684,84000000.0,False,,20,,,,2024-11-02T01:52:00.000Z,70.72232985786425,325932154.74650675,7.9419,-0.0247022,2.36105922,2.53207623,11.24712637,7.46502303,9.67276583,5314665482.281806,0.2273,5940675708.06,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:54:24.434409
1,Bitcoin,BTC,bitcoin,11793,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19776500.0,19776500.0,False,,1,,,,2024-11-02T01:52:00.000Z,69637.87815780251,48555856410.39267,17.4369,0.03372346,0.10509773,4.60842138,14.07458127,17.33178561,14.96951002,1377193497387.7812,58.9104,1462395441313.85,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:55:25.089368
1027,Ethereum,ETH,ethereum,9471,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120410814.6511783,120410814.6511783,True,,2,,,,2024-11-02T01:52:00.000Z,2513.986167871469,19488735993.663616,-2.587,-0.02659351,0.17596489,3.01904377,5.49723084,-0.78565597,-13.22634812,302711122495.1975,12.9487,302711122495.2,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:55:25.089368
825,Tether USDt,USDT,tether,102166,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,120572829275.28133,122337925860.64384,True,,3,,,,2024-11-02T01:52:00.000Z,0.9996275222064941,73915307288.76941,8.2082,0.00850278,0.10867029,0.11829049,-0.03119415,-0.03412715,0.0124807,120527918573.8761,5.1557,122292357699.96,,2024-11-02T01:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-11-02 01:55:25.089368
1839,BNB,BNB,bnb,2273,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144099925.64460665,144099925.64460665,False,,4,,,,2024-11-02T01:52:00.000Z,574.276763327018,1687917481.7236068,-7.5251,0.05111873,-0.25240445,-0.52067519,5.03436739,8.10272211,8.67815285,82753238894.84866,3.5398,82753238894.85,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:55:25.089368
5426,Solana,SOL,solana,776,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,470836225.4906601,587676162.3407085,True,,5,,,,2024-11-02T01:52:00.000Z,167.55157256798861,3034365870.2656927,10.7632,0.40300248,0.20063711,2.21189382,18.39882589,23.98570546,16.80849886,78889350002.93619,3.3745,98466065160.91,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:55:25.089368
3408,USDC,USDC,usd-coin,22798,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,34872893764.38132,34872893764.38132,False,,6,,,,2024-11-02T01:52:00.000Z,1.0001626633505731,8810518416.954416,7.8852,0.01195993,0.03727946,0.01783677,0.00348354,0.02122592,0.01484541,34878566306.12521,1.492,34878566306.13,,2024-11-02T01:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-11-02 01:55:25.089368
52,XRP,XRP,xrp,1413,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56868662755.0,99987041380.0,False,,7,,,,2024-11-02T01:52:00.000Z,0.5147159269312264,1253098660.1680288,21.1898,-0.08944931,1.14716348,1.54465677,-3.89597984,-9.28118554,-6.91536406,29271206463.279133,1.2521,51471592693.12,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:55:25.089368
74,Dogecoin,DOGE,dogecoin,1090,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146617056383.70523,146617056383.70523,True,,8,,,,2024-11-02T01:52:00.000Z,0.16106353700419124,2399608002.4907665,8.4858,-0.19671039,0.07023538,21.98090585,51.81794167,61.43891909,49.29430112,23614661686.3025,1.01,23614661686.3,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:55:25.089368
1958,TRON,TRX,tron,1061,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86456525101.30026,86456519337.91986,True,,9,71659659264.0,11983655935.139887,,2024-11-02T01:52:00.000Z,0.16723015512802156,374698930.7268199,-3.9926,-0.08526429,-0.44350773,2.64592085,8.56322168,8.55953323,33.32592203,14458138104.520132,0.6185,14458137140.71,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:55:25.089368
2010,Cardano,ADA,cardano,1311,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34995041871.64477,44995106472.67438,False,,10,,,,2024-11-02T01:52:00.000Z,0.3606662935018619,375455648.50490105,31.513,-0.08961815,6.35029808,9.69326113,4.0853204,7.44110923,-0.92584061,12621532042.788578,0.5399,16229983207.58,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:55:25.089368
11419,Toncoin,TON,toncoin,589,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2544022113.7947965,5114338133.6140995,True,,11,3414166606.0,16809925710.483738,,2024-11-02T01:52:00.000Z,4.923580964368362,167202782.09775388,3.5979,0.06932983,1.79225368,2.27282829,-6.12808236,-5.90128776,-17.67422472,12525698852.412224,0.5358,25180857880.01,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:55:25.089368
5994,Shiba Inu,SHIB,shiba-inu,896,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589261252945197.4,589512602832891.5,False,,12,,,,2024-11-02T01:52:00.000Z,1.774220422110061e-05,374749652.6899165,-17.8611,0.11759585,0.21667793,6.82003782,7.2461793,29.68392218,25.62128327,10454793489.335314,0.4472,10459252990.37,,2024-11-02T01:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-11-02 01:55:25.089368
5805,Avalanche,AVAX,avalanche,796,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,407123583.7152105,447126683.7152105,False,,13,,,,2024-11-02T01:52:00.000Z,24.880385150283328,252840871.7421538,9.4517,0.00598084,0.1723904,-0.56230769,-2.07309498,10.68359082,9.75048151,10129391566.598055,0.4333,17808103799.54,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:55:25.089368
1975,Chainlink,LINK,chainlink,1870,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,626849970.4527867,1000000000.0,False,,14,,,,2024-11-02T01:52:00.000Z,11.30065450456202,298853087.37882185,7.9745,-0.33071905,-0.68402326,1.60043862,5.26509206,5.03252548,-2.94157185,7083814942.281854,0.303,11300654504.56,,2024-11-02T01:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-11-02 01:55:25.089368
1831,Bitcoin Cash,BCH,bitcoin-cash,941,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19782478.125,19782478.125,False,,15,,,,2024-11-02T01:52:00.000Z,351.51272340645454,262422401.46258935,-30.2407,0.24669091,-0.16098105,0.15569045,10.30992997,8.39152151,-3.21873073,6953792761.447363,0.2974,7381767191.54,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:55:25.089368
6636,Polkadot,DOT,polkadot-new,833,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'layer-1']",,1513166867.128734,1513166867.128734,True,,16,1513166867.131235,5925996063.409078,,2024-11-02T01:52:00.000Z,3.9162872199574297,139195160.23790923,-9.6253,-0.08150195,-0.32261579,-2.24351282,-5.34680303,-7.33336234,-22.4163184,5925996063.399283,0.2535,5925996063.4,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:55:25.089368
20947,Sui,SUI,sui,402,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2845750695.583888,10000000000.0,False,,17,,,,2024-11-02T01:52:00.000Z,1.9972267589995556,893670224.6348122,25.7619,0.03395949,0.54588207,15.87591529,0.68307318,154.13661195,227.49217681,5683609438.661739,0.2431,19972267590.0,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:55:25.089368
3957,UNUS SED LEO,LEO,unus-sed-leo,51,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,925071069.9,985239504.0,False,,18,,,,2024-11-02T01:52:00.000Z,6.0540473556581675,14338561.77425305,5.6662,0.12896409,0.1882363,0.80232556,3.73259779,0.01359616,5.94814781,5600424064.523967,0.2396,5964686613.88,,2024-11-02T01:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2024-11-02 01:55:25.089368
4943,Dai,DAI,multi-collateral-dai,3399,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5365382702.664872,5365382702.664872,True,,19,,,,2024-11-02T01:52:00.000Z,0.9998524434358302,89695242.13658682,-21.9845,-0.00111709,0.02232624,0.00942309,-0.02286224,-0.00500927,-0.00772833,5364591005.227811,0.2295,5364591005.23,,2024-11-02T01:52:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2024-11-02 01:55:25.089368
2,Litecoin,LTC,litecoin,1263,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,75148337.06642684,84000000.0,False,,20,,,,2024-11-02T01:52:00.000Z,70.72232985786425,325932154.74650675,7.9419,-0.0247022,2.36105922,2.53207623,11.24712637,7.46502303,9.67276583,5314665482.281806,0.2273,5940675708.06,,2024-11-02T01:52:00.000Z,,,,,,2024-11-02 01:55:25.089368
