id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1,Bitcoin,BTC,bitcoin,11793,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19776500.0,19776500.0,False,,1,,,,2024-11-02T01:48:00.000Z,69626.81614787517,48642742805.96705,17.8585,0.05148122,-0.30769376,4.64392439,14.24164396,17.38431618,15.03940973,1376974729548.4534,58.9049,1462163139105.38,,2024-11-02T01:48:00.000Z,,,,,,2024-11-02 01:51:11.055604
1027,Ethereum,ETH,ethereum,9471,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120410814.6511783,120410814.6511783,True,,2,,,,2024-11-02T01:48:00.000Z,2514.1360155042867,19525851527.34678,-2.3418,-0.03261789,-0.17211516,3.12525884,5.63740543,-0.72709407,-13.08258756,302729165770.7386,12.9503,302729165770.74,,2024-11-02T01:48:00.000Z,,,,,,2024-11-02 01:51:11.055604
825,Tether USDt,USDT,tether,102166,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,120572829275.28133,122337925860.64384,True,,3,,,,2024-11-02T01:48:00.000Z,0.9995440641375772,74057017057.21114,8.5567,0.00228581,0.09472838,0.11808967,-0.02406264,-0.04279954,-0.01090795,120517855798.38095,5.1556,122282147612.91,,2024-11-02T01:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-11-02 01:51:11.055604
1839,BNB,BNB,bnb,2273,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144099925.64460665,144099925.64460665,False,,4,,,,2024-11-02T01:48:00.000Z,574.2086850507084,1687081631.396243,-7.4825,0.02256907,-0.47682303,-0.42963065,5.03856219,8.21978843,8.872984,82743428820.29443,3.5396,82743428820.29,,2024-11-02T01:48:00.000Z,,,,,,2024-11-02 01:51:11.055604
5426,Solana,SOL,solana,776,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,470836225.4906601,587676162.3407085,True,,5,,,,2024-11-02T01:48:00.000Z,167.53475288982503,3036576274.7572885,10.9287,0.39505986,-0.10965858,2.29838598,18.30626967,24.30136902,17.53996033,78881430689.15567,3.3766,98456180636.99,,2024-11-02T01:48:00.000Z,,,,,,2024-11-02 01:51:11.055604
3408,USDC,USDC,usd-coin,22798,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,34872893764.38132,34872893764.38132,False,,6,,,,2024-11-02T01:48:00.000Z,1.0000070119386941,8823429872.470966,8.0816,0.00730187,0.00696599,0.00934949,0.00896481,0.00327701,-0.0169887,34873138290.97448,1.4928,34873138290.97,,2024-11-02T01:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-11-02 01:51:11.055604
52,XRP,XRP,xrp,1413,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56868662755.0,99987041380.0,False,,7,,,,2024-11-02T01:48:00.000Z,0.5147273017574616,1253889761.6185234,21.3547,-0.04082422,1.00879373,1.57857767,-3.89310178,-9.20453458,-6.70217665,29271853334.436203,1.253,51472730175.75,,2024-11-02T01:48:00.000Z,,,,,,2024-11-02 01:51:11.055604
74,Dogecoin,DOGE,dogecoin,1090,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146617056383.70523,146617056383.70523,True,,8,,,,2024-11-02T01:48:00.000Z,0.1610855871533623,2406363637.6129303,8.7475,0.01106811,-0.27530519,22.29009862,51.82991464,61.91009809,49.84268748,23617894614.266785,1.0102,23617894614.27,,2024-11-02T01:48:00.000Z,,,,,,2024-11-02 01:51:11.055604
1958,TRON,TRX,tron,1061,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86456525101.30026,86456519337.91986,True,,9,71659659264.0,11982168380.68227,,2024-11-02T01:48:00.000Z,0.1672093965244656,375217333.5090432,-3.7238,-0.11689427,-0.49999841,2.68644406,8.46795211,8.5748189,33.34077797,14456343387.790728,0.6188,14456342424.1,,2024-11-02T01:48:00.000Z,,,,,,2024-11-02 01:51:11.055604
2010,Cardano,ADA,cardano,1311,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34995041871.64477,44995106472.67438,False,,10,,,,2024-11-02T01:48:00.000Z,0.36084886585360465,375390809.5129951,31.7272,-0.09536399,6.19562379,9.97868943,4.141813,7.66253824,-0.52200991,12627921169.882421,0.5406,16238198963.41,,2024-11-02T01:48:00.000Z,,,,,,2024-11-02 01:51:11.055604
11419,Toncoin,TON,toncoin,589,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2544022113.7947965,5114338133.6140995,True,,11,3414166606.0,16812951331.121843,,2024-11-02T01:48:00.000Z,4.9244671603239984,167354303.74720374,3.7743,0.12497696,1.57412422,2.42729199,-6.14904389,-5.75423515,-17.50481366,12527953354.520517,0.5359,25185390185.78,,2024-11-02T01:48:00.000Z,,,,,,2024-11-02 01:51:11.055604
5994,Shiba Inu,SHIB,shiba-inu,896,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589261252945197.4,589512602832891.5,False,,12,,,,2024-11-02T01:48:00.000Z,1.7730202929609265e-05,375267894.67473704,-17.709,0.09743318,-0.06781557,6.84525336,7.06411348,29.88163466,25.83937608,10447721593.274164,0.4469,10452178077.79,,2024-11-02T01:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-11-02 01:51:11.055604
5805,Avalanche,AVAX,avalanche,796,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,407123583.7152105,447126683.7152105,False,,13,,,,2024-11-02T01:48:00.000Z,24.890270979366598,253049205.04599214,9.6441,0.07635472,-0.04591623,-0.25501375,-2.36145929,10.94509743,10.26062788,10133416320.762432,0.4336,17815179569.04,,2024-11-02T01:48:00.000Z,,,,,,2024-11-02 01:51:11.055604
1975,Chainlink,LINK,chainlink,1870,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,626849970.4527867,1000000000.0,False,,14,,,,2024-11-02T01:48:00.000Z,11.30462158226717,299241319.87769586,8.2255,-0.36931187,-0.85287136,1.63671949,5.24193686,5.17912052,-2.6054397,7086301704.82411,0.3032,11304621582.27,,2024-11-02T01:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-11-02 01:51:11.055604
1831,Bitcoin Cash,BCH,bitcoin-cash,941,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19782478.125,19782478.125,False,,15,,,,2024-11-02T01:48:00.000Z,351.6016110085721,262616620.78503227,-31.0372,0.33606294,-0.38306143,0.26875707,10.29530812,8.59894009,-2.78678543,6955551178.491837,0.2975,7383633831.18,,2024-11-02T01:48:00.000Z,,,,,,2024-11-02 01:51:11.055604
6636,Polkadot,DOT,polkadot-new,833,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'layer-1']",,1513166867.128734,1513166867.128734,True,,16,1513166867.131235,5927552368.709938,,2024-11-02T01:48:00.000Z,3.917315728666328,139316086.3949472,-9.7218,-0.02384388,-0.53284638,-2.15678677,-5.22478096,-7.11471047,-22.24827192,5927552368.700142,0.2535,5927552368.7,,2024-11-02T01:48:00.000Z,,,,,,2024-11-02 01:51:11.055604
20947,Sui,SUI,sui,402,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2845750695.583888,10000000000.0,False,,17,,,,2024-11-02T01:48:00.000Z,1.9987117595072372,894520010.9187143,26.0274,0.13246829,0.37511487,16.20636489,0.51867298,155.25626015,228.90954302,5687835379.889417,0.2434,19987117595.07,,2024-11-02T01:48:00.000Z,,,,,,2024-11-02 01:51:11.055604
3957,UNUS SED LEO,LEO,unus-sed-leo,51,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,925071069.9,985239504.0,False,,18,,,,2024-11-02T01:48:00.000Z,6.053797794419277,14336017.11265037,5.5736,0.12408453,0.03833313,0.49454127,3.03913973,2.89219107,6.14386479,5600193202.641701,0.2396,5964440736.29,,2024-11-02T01:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2024-11-02 01:51:11.055604
4943,Dai,DAI,multi-collateral-dai,3399,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5365382702.664872,5365382702.664872,True,,19,,,,2024-11-02T01:48:00.000Z,0.9998470402979972,89892626.93649097,-21.6904,0.00168075,0.01524939,0.01411442,-0.02569646,-0.00734923,-0.01065184,5364562015.3255415,0.2296,5364562015.33,,2024-11-02T01:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2024-11-02 01:51:11.055604
2,Litecoin,LTC,litecoin,1263,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,75148337.06642684,84000000.0,False,,20,,,,2024-11-02T01:48:00.000Z,70.7397608658321,326037016.4083836,8.0392,0.09203155,2.22717515,2.52821905,11.36647002,7.59229255,9.94584937,5315975393.543982,0.2274,5942139912.73,,2024-11-02T01:48:00.000Z,,,,,,2024-11-02 01:51:11.055604
1,Bitcoin,BTC,bitcoin,11793,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19776500.0,19776500.0,False,,1,,,,2024-11-02T01:49:00.000Z,69647.40906944431,48642742805.96705,17.8585,0.0885503,-0.22130811,4.70023364,14.19089733,17.46464369,14.99830787,1377381985461.8655,58.918,1462595590458.33,,2024-11-02T01:49:00.000Z,,,,,,2024-11-02 01:51:22.793818
1027,Ethereum,ETH,ethereum,9471,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120410814.6511783,120410814.6511783,True,,2,,,,2024-11-02T01:49:00.000Z,2514.5090069572284,19525842748.141582,-2.3418,0.01283237,-0.07645104,3.1655032,5.6424658,-0.68267853,-13.14359022,302774077975.44525,12.9513,302774077975.45,,2024-11-02T01:49:00.000Z,,,,,,2024-11-02 01:51:22.793818
825,Tether USDt,USDT,tether,102166,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,120572829275.28133,122337925860.64384,True,,3,,,,2024-11-02T01:49:00.000Z,0.9995279924658527,74057020596.58524,8.5567,0.00369061,0.09621621,0.11107756,-0.02540628,-0.0410406,-0.02695613,120515917991.44994,5.1551,122280181437.93,,2024-11-02T01:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-11-02 01:51:22.793818
1839,BNB,BNB,bnb,2273,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144099925.64460665,144099925.64460665,False,,4,,,,2024-11-02T01:49:00.000Z,574.2746193424821,1687081631.396243,-7.4825,0.08397072,-0.48408869,-0.45145293,5.10551736,8.11302844,8.76392963,82752929946.83646,3.5398,82752929946.84,,2024-11-02T01:49:00.000Z,,,,,,2024-11-02 01:51:22.793818
5426,Solana,SOL,solana,776,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,470836225.4906601,587676162.3407085,True,,5,,,,2024-11-02T01:49:00.000Z,167.5827425910235,3036576274.7572885,10.9287,0.40384872,-0.08426979,2.32033718,18.48897111,24.09731714,17.16007025,78904025978.93039,3.3752,98484383040.42,,2024-11-02T01:49:00.000Z,,,,,,2024-11-02 01:51:22.793818
3408,USDC,USDC,usd-coin,22798,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,34872893764.38132,34872893764.38132,False,,6,,,,2024-11-02T01:49:00.000Z,1.0000042922495593,8823424683.6913,8.0816,0.00812861,0.00976268,0.00895552,-0.01186537,0.01021612,0.00644093,34873043447.54421,1.4917,34873043447.54,,2024-11-02T01:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-11-02 01:51:22.793818
52,XRP,XRP,xrp,1413,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56868662755.0,99987041380.0,False,,7,,,,2024-11-02T01:49:00.000Z,0.5146379697598067,1253889761.6185234,21.3547,-0.04340694,0.95660677,1.54327736,-3.84813369,-9.24576252,-6.76025022,29266773143.188335,1.2519,51463796975.98,,2024-11-02T01:49:00.000Z,,,,,,2024-11-02 01:51:22.793818
74,Dogecoin,DOGE,dogecoin,1090,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146617056383.70523,146617056383.70523,True,,8,,,,2024-11-02T01:49:00.000Z,0.16107989966405514,2406363637.6129303,8.6498,0.04956478,-0.24949825,22.2007771,51.99759091,61.70686425,49.60987923,23617060731.326355,1.0102,23617060731.33,,2024-11-02T01:49:00.000Z,,,,,,2024-11-02 01:51:22.793818
1958,TRON,TRX,tron,1061,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86456525101.30026,86456519337.91986,True,,9,71659659264.0,11982861252.934666,,2024-11-02T01:49:00.000Z,0.16721906545478862,375217333.5090432,-3.7238,-0.08282611,-0.52315538,2.6812468,8.53363022,8.53745843,33.29207202,14457179329.907904,0.6184,14457178366.16,,2024-11-02T01:49:00.000Z,,,,,,2024-11-02 01:51:22.793818
2010,Cardano,ADA,cardano,1311,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34995041871.64477,44995106472.67438,False,,10,,,,2024-11-02T01:49:00.000Z,0.360771594307232,375390809.5129951,31.7272,-0.05346684,6.14187201,9.86140679,4.1421701,7.5133238,-0.71024352,12625217048.881622,0.5401,16234721743.83,,2024-11-02T01:49:00.000Z,,,,,,2024-11-02 01:51:22.793818
11419,Toncoin,TON,toncoin,589,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2544022113.7947965,5114338133.6140995,True,,11,3414166606.0,16811596572.742895,,2024-11-02T01:49:00.000Z,4.924070355324334,167354303.74720374,3.7743,0.11295227,1.62277428,2.34345225,-6.0653794,-5.84287366,-17.56218344,12526943873.826506,0.5359,25183360790.83,,2024-11-02T01:49:00.000Z,,,,,,2024-11-02 01:51:22.793818
5994,Shiba Inu,SHIB,shiba-inu,896,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589261252945197.4,589512602832891.5,False,,12,,,,2024-11-02T01:49:00.000Z,1.7737556970960885e-05,375267894.67473704,-17.709,0.18348314,-0.03953372,6.84206869,7.20094775,29.76087144,25.75687998,10452055044.895231,0.4471,10456513377.85,,2024-11-02T01:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-11-02 01:51:22.793818
5805,Avalanche,AVAX,avalanche,796,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,407123583.7152105,447126683.7152105,False,,13,,,,2024-11-02T01:49:00.000Z,24.887078290084297,253049205.04599214,9.6441,0.063074,-0.05224848,-0.35290538,-2.20246753,10.78876614,9.91891428,10132116501.660131,0.4334,17812894405.78,,2024-11-02T01:49:00.000Z,,,,,,2024-11-02 01:51:22.793818
1975,Chainlink,LINK,chainlink,1870,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,626849970.4527867,1000000000.0,False,,14,,,,2024-11-02T01:49:00.000Z,11.303797968426435,299241319.87769586,8.2255,-0.33604732,-0.89396486,1.63655749,5.31396162,5.09405293,-2.70103002,7085785422.512382,0.3031,11303797968.43,,2024-11-02T01:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-11-02 01:51:22.793818
1831,Bitcoin Cash,BCH,bitcoin-cash,941,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19782478.125,19782478.125,False,,15,,,,2024-11-02T01:49:00.000Z,351.55357555919704,262616620.78503227,-31.0319,0.33580559,-0.37581621,0.21253724,10.33075792,8.49445411,-2.92112179,6954600918.26535,0.2975,7382625086.74,,2024-11-02T01:49:00.000Z,,,,,,2024-11-02 01:51:22.793818
6636,Polkadot,DOT,polkadot-new,833,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'layer-1']",,1513166867.128734,1513166867.128734,True,,16,1513166867.131235,5926782757.759501,,2024-11-02T01:49:00.000Z,3.916807119227968,139316086.3949472,-9.5756,-0.02346174,-0.52194396,-2.20587444,-5.20243132,-7.25533203,-22.29219848,5926782757.749706,0.2535,5926782757.75,,2024-11-02T01:49:00.000Z,,,,,,2024-11-02 01:51:22.793818
20947,Sui,SUI,sui,402,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2845750695.583888,10000000000.0,False,,17,,,,2024-11-02T01:49:00.000Z,1.9972760858928797,894520010.9187143,26.0274,0.06764859,0.38523848,16.07200168,0.43580665,154.27175267,228.23880283,5683749810.702728,0.2431,19972760858.93,,2024-11-02T01:49:00.000Z,,,,,,2024-11-02 01:51:22.793818
3957,UNUS SED LEO,LEO,unus-sed-leo,51,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,925071069.9,985239504.0,False,,18,,,,2024-11-02T01:49:00.000Z,6.046608175569393,14336017.11265037,5.5736,0.00937012,0.06279914,0.61946436,2.9557547,0.108065,5.9932793,5593542294.240065,0.2393,5957357239.78,,2024-11-02T01:49:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2024-11-02 01:51:22.793818
